s1,s2,s3,s4,s5,Total
64,66,63,68,67,500
63,62,61,65,66,500
65,65,60,66,64,500
67,63,66,66,68,500
64,66,64,60,68,500
66,62,64,66,67,500
63,67,66,65,67,500
66,63,68,61,67,500
66,68,68,66,60,500
64,63,66,60,67,500
66,66,64,66,60,500
64,62,67,68,61,500
62,65,67,64,65,500
62,63,61,66,62,500
61,65,61,65,63,500
63,64,66,66,61,500
67,61,67,62,67,500
67,68,67,61,62,500
62,64,66,65,65,500
63,68,61,60,68,500
67,60,67,68,61,500
60,66,63,63,62,500
63,63,60,60,61,500
61,63,60,62,65,500
63,68,66,62,60,500
65,62,64,61,66,500
61,64,60,62,62,500
67,60,66,62,61,500
63,62,68,65,61,500
65,67,62,66,66,500
67,66,64,62,64,500
67,62,63,63,67,500
60,62,60,62,64,500
64,63,61,68,67,500
67,65,61,61,68,500
67,66,64,60,60,500
62,66,62,66,66,500
61,61,60,60,64,500
66,67,65,66,62,500
68,61,64,65,67,500
63,66,65,60,61,500
66,66,68,66,67,500
62,62,64,60,66,500
68,66,68,66,62,500
64,61,60,62,62,500
68,65,63,67,63,500
65,63,66,62,66,500
67,64,68,66,60,500
66,66,62,66,60,500
60,62,67,68,68,500
63,66,66,60,66,500
66,61,67,64,62,500
65,64,61,60,60,500
64,62,64,64,67,500
68,66,66,64,61,500
61,67,61,62,60,500
65,65,60,68,62,500
67,64,62,67,65,500
62,64,66,66,68,500
60,64,68,66,64,500
62,64,64,63,62,500
64,61,60,67,65,500
63,60,67,61,61,500
66,67,61,63,64,500
65,60,63,67,66,500
62,64,65,64,65,500
63,62,64,62,63,500
62,60,68,60,62,500
60,65,64,65,68,500
64,63,60,67,61,500
65,65,67,61,63,500
65,66,67,68,61,500
61,68,63,60,68,500
68,61,68,61,62,500
68,66,61,65,66,500
61,63,67,68,68,500
66,65,64,63,60,500
65,64,61,66,63,500
66,61,65,60,67,500
63,65,65,68,68,500
60,64,61,62,60,500
62,61,65,67,67,500
63,68,64,60,62,500
61,68,64,67,65,500
60,68,63,61,60,500
60,63,65,67,68,500
62,62,67,64,62,500
63,65,66,64,62,500
67,65,61,66,68,500
64,63,64,65,60,500
65,64,68,68,67,500
62,60,65,61,64,500
63,62,61,64,64,500
63,61,65,65,61,500
68,66,65,61,60,500
61,68,68,64,68,500
64,63,61,68,63,500
60,64,63,60,63,500
63,60,64,63,68,500
62,65,61,60,62,500
68,66,62,61,67,500
66,62,60,62,62,500
66,65,63,65,63,500
65,60,60,68,61,500
68,62,61,68,65,500
64,66,64,66,66,500
63,67,60,60,64,500
67,65,62,62,67,500
60,67,65,60,63,500
63,66,61,67,68,500
62,68,66,66,62,500
65,65,65,64,61,500
67,65,65,63,60,500
66,68,68,62,66,500
60,67,66,68,68,500
61,68,66,60,66,500
63,63,62,62,60,500
66,67,62,64,60,500
67,62,67,63,65,500
61,64,61,67,64,500
66,64,66,68,66,500
67,67,63,68,64,500
60,68,62,66,60,500
66,65,64,61,68,500
67,67,62,66,66,500
64,67,68,68,67,500
66,66,65,66,63,500
63,65,64,62,61,500
64,65,68,65,67,500
60,62,62,61,62,500
65,61,63,66,66,500
67,64,67,66,65,500
61,67,61,62,63,500
67,67,66,68,63,500
63,60,63,61,62,500
60,60,61,63,67,500
66,60,65,68,63,500
64,63,62,60,66,500
61,66,61,63,67,500
68,66,65,68,66,500
68,63,63,68,67,500
61,62,60,66,60,500
67,65,66,63,67,500
64,67,64,65,62,500
60,68,61,66,62,500
62,66,68,60,62,500
66,64,66,61,60,500
60,62,67,62,65,500
68,60,63,66,68,500
65,64,68,62,67,500
64,62,67,60,67,500
64,63,67,62,64,500
67,68,64,60,64,500
64,66,68,68,64,500
62,63,66,68,62,500
67,64,60,60,67,500
68,61,66,65,63,500
66,60,66,65,62,500
65,68,61,66,68,500
68,61,64,68,61,500
68,67,68,66,67,500
67,61,65,65,63,500
60,65,67,66,60,500
66,64,66,61,64,500
63,68,68,62,66,500
68,65,68,64,63,500
63,67,63,68,65,500
68,65,61,63,64,500
64,61,65,68,62,500
68,60,60,65,65,500
63,64,67,61,62,500
63,61,67,67,62,500
64,68,66,67,65,500
66,61,61,68,65,500
66,62,62,60,60,500
60,67,60,62,63,500
63,62,65,60,64,500
63,62,61,61,68,500
60,65,60,65,65,500
65,64,64,63,67,500
61,64,61,62,65,500
63,62,66,60,65,500
66,62,61,65,61,500
61,62,66,66,65,500
62,64,67,64,68,500
66,63,67,63,63,500
68,63,63,60,67,500
67,67,65,68,66,500
62,61,67,64,63,500
63,60,65,60,65,500
65,67,61,64,67,500
64,66,60,67,68,500
64,68,63,67,60,500
67,61,64,68,63,500
61,62,62,62,61,500
62,64,61,60,63,500
61,63,67,61,65,500
67,61,67,68,67,500
65,61,64,64,62,500
66,67,66,67,62,500
63,62,63,64,64,500
63,64,60,65,64,500
61,65,60,64,63,500
63,60,67,63,66,500
63,63,67,66,64,500
66,64,63,66,63,500
64,65,64,65,67,500
63,66,66,64,61,500
61,65,61,67,68,500
62,68,62,66,61,500
62,61,64,61,61,500
66,63,61,67,66,500
63,62,66,67,62,500
67,65,64,67,68,500
66,66,60,66,62,500
64,61,61,64,68,500
62,65,63,63,65,500
67,61,63,68,66,500
63,65,61,61,65,500
66,66,65,60,60,500
65,68,68,66,62,500
61,67,66,68,64,500
64,60,63,64,65,500
65,66,61,65,67,500
60,67,68,67,67,500
62,63,61,65,60,500
65,67,68,65,67,500
66,61,64,64,62,500
67,68,61,63,60,500
63,62,67,63,61,500
66,67,68,63,60,500
60,65,63,61,65,500
62,66,65,64,66,500
68,62,67,64,62,500
65,62,64,66,65,500
63,62,65,62,67,500
65,63,65,65,62,500
66,62,67,66,66,500
60,65,63,60,60,500
62,63,64,68,62,500
63,63,66,68,65,500
64,60,61,62,68,500
64,68,65,68,64,500
61,68,60,66,64,500
60,67,65,66,68,500
66,64,65,64,64,500
62,65,63,61,63,500
66,67,65,64,67,500
60,65,64,65,67,500
62,61,66,67,62,500
64,63,67,62,66,500
64,65,68,61,66,500
60,64,67,65,64,500
68,64,66,66,68,500
66,64,61,63,68,500
60,62,61,66,68,500
63,64,66,62,65,500
66,61,62,64,66,500
67,64,62,60,62,500
64,67,64,66,68,500
63,66,61,60,60,500
62,66,61,63,60,500
68,65,62,67,68,500
64,60,68,61,67,500
61,66,64,66,68,500
65,63,63,65,60,500
67,68,63,68,67,500
66,61,61,61,65,500
63,67,67,61,62,500
67,67,61,61,68,500
62,61,63,60,65,500
66,62,67,60,60,500
60,68,68,62,61,500
61,60,61,64,62,500
60,64,68,63,61,500
65,66,65,60,61,500
61,64,66,67,63,500
68,61,60,63,60,500
65,65,66,62,63,500
66,60,65,60,61,500
60,61,65,64,61,500
60,63,61,68,62,500
61,60,63,64,62,500
60,62,60,60,68,500
63,63,62,67,67,500
61,64,61,60,60,500
63,60,66,68,66,500
67,61,63,62,67,500
66,64,65,63,61,500
62,64,60,63,61,500
68,68,67,62,64,500
63,62,65,64,60,500
68,67,66,65,64,500
62,66,68,68,61,500
62,67,68,67,66,500
66,67,65,64,61,500
68,64,67,65,62,500
65,60,64,61,61,500
67,66,67,64,63,500
62,67,65,61,66,500
67,62,66,66,64,500
66,65,63,64,68,500
63,64,62,61,67,500
67,60,62,62,63,500
65,64,65,68,66,500
60,61,61,67,66,500
62,68,63,65,63,500
66,68,65,62,62,500
67,60,61,61,64,500
62,61,63,67,68,500
68,64,64,64,67,500
61,66,64,66,63,500
63,63,65,63,67,500
66,61,66,65,62,500
60,67,67,61,63,500
64,61,60,63,68,500
66,68,68,62,60,500
64,65,66,68,64,500
68,65,66,65,61,500
62,65,66,63,64,500
68,67,66,61,66,500
62,63,61,68,67,500
60,61,66,68,61,500
67,65,66,63,66,500
67,68,60,61,65,500
68,63,62,68,61,500
64,68,66,66,68,500
60,62,61,66,64,500
64,65,64,61,64,500
64,62,67,68,64,500
62,66,64,61,66,500
65,63,68,62,68,500
60,60,67,62,61,500
60,61,61,65,66,500
61,65,67,66,66,500
63,63,61,63,63,500
63,68,64,60,66,500
66,68,60,64,65,500
66,68,63,67,64,500
66,68,68,64,66,500
66,62,61,68,64,500
63,65,67,64,67,500
61,62,68,60,67,500
67,65,66,60,65,500
61,61,66,68,62,500
67,62,60,61,67,500
67,63,65,64,67,500
66,60,61,68,61,500
68,60,63,62,65,500
63,62,67,62,60,500
65,61,61,66,66,500
63,62,62,65,65,500
65,60,64,62,68,500
67,62,68,65,67,500
61,64,62,67,68,500
64,60,61,64,65,500
60,60,65,68,67,500
68,65,67,62,63,500
62,64,65,66,67,500
61,68,65,67,63,500
65,68,65,60,62,500
65,68,68,68,68,500
63,63,64,67,68,500
62,68,61,67,63,500
68,67,68,60,67,500
65,62,61,62,61,500
65,67,61,67,68,500
61,68,60,66,67,500
64,67,66,68,64,500
68,66,64,61,68,500
61,60,67,63,60,500
64,65,68,63,68,500
63,63,63,60,62,500
60,65,63,61,67,500
68,67,63,62,64,500
60,62,66,67,68,500
65,66,60,68,62,500
67,68,68,61,65,500
64,62,63,63,62,500
64,67,61,66,60,500
66,60,60,62,64,500
61,68,62,67,62,500
62,64,63,67,61,500
65,63,67,61,66,500
61,60,65,67,68,500
61,62,61,64,60,500
67,62,62,64,66,500
60,64,61,65,61,500
64,66,66,61,61,500
66,65,65,66,66,500
65,60,62,63,67,500
68,61,67,60,66,500
67,64,65,65,66,500
65,61,65,63,62,500
62,65,62,66,62,500
67,66,62,61,62,500
68,68,63,64,65,500
60,62,66,67,67,500
60,66,63,66,60,500
64,63,64,65,61,500
65,63,67,67,65,500
60,60,61,68,60,500
68,60,64,62,64,500
67,65,64,68,65,500
68,65,66,66,62,500
63,60,62,63,62,500
67,64,63,67,66,500
68,60,66,67,62,500
61,63,68,63,64,500
68,61,62,64,62,500
66,68,68,61,63,500
65,61,60,65,68,500
61,64,60,65,64,500
63,65,62,65,61,500
62,68,60,63,63,500
62,63,66,63,62,500
62,63,61,60,62,500
65,60,61,60,61,500
61,68,65,61,63,500
66,65,64,65,66,500
64,68,67,65,68,500
65,65,63,62,67,500
68,61,60,66,63,500
68,67,60,68,68,500
60,60,62,68,61,500
68,65,60,67,60,500
62,61,66,60,66,500
66,63,64,64,65,500
63,65,67,67,65,500
62,67,63,65,66,500
68,61,62,62,61,500
66,67,65,65,64,500
62,64,60,63,61,500
66,63,67,63,61,500
67,67,67,63,65,500
66,67,66,61,62,500
61,67,68,67,60,500
65,62,68,66,63,500
67,67,61,61,64,500
63,63,62,64,67,500
64,63,61,63,67,500
61,64,68,65,64,500
68,63,60,65,66,500
68,60,67,66,61,500
62,62,61,66,62,500
65,68,67,65,66,500
63,61,64,63,66,500
67,68,62,65,63,500
61,61,66,60,61,500
64,63,64,61,66,500
63,64,65,63,67,500
68,64,61,66,63,500
68,66,63,65,60,500
68,68,65,61,62,500
62,60,68,63,60,500
66,68,64,63,60,500
60,66,62,63,68,500
68,61,61,60,64,500
66,61,65,63,60,500
68,60,65,64,67,500
67,66,67,60,68,500
60,68,64,62,62,500
60,63,68,63,68,500
66,62,67,68,66,500
64,65,67,65,66,500
67,62,61,68,67,500
66,62,66,65,67,500
65,66,67,65,66,500
66,66,67,63,62,500
68,61,67,68,68,500
67,67,60,63,65,500
62,61,65,65,62,500
60,66,65,60,64,500
67,66,62,67,62,500
63,66,63,60,68,500
68,68,60,62,66,500
61,61,61,68,62,500
61,66,61,68,68,500
63,66,65,61,65,500
67,63,63,60,62,500
64,62,65,64,68,500
67,62,68,66,63,500
65,64,62,60,65,500
64,68,65,62,61,500
61,65,66,61,60,500
68,68,63,61,66,500
65,60,61,60,64,500
63,60,67,63,65,500
64,67,67,67,65,500
60,64,64,63,60,500
66,68,64,62,65,500
60,68,64,63,61,500
61,62,65,67,68,500
68,66,67,67,63,500
61,68,63,60,60,500
67,64,65,60,68,500
64,61,66,65,65,500
63,63,65,67,63,500
67,63,66,62,64,500
65,68,63,64,62,500
65,61,61,64,66,500
63,68,61,68,66,500
63,61,64,62,64,500
62,63,65,66,64,500
66,62,66,68,61,500
60,66,60,62,63,500
64,60,67,67,63,500
67,65,64,60,62,500
63,65,60,63,60,500
65,67,65,64,60,500
62,65,61,66,66,500
60,66,65,63,65,500
68,67,65,63,67,500
68,63,67,62,62,500
62,61,68,68,66,500
67,61,64,68,65,500
68,63,64,60,65,500
61,64,64,65,60,500
67,60,66,67,64,500
65,66,62,60,60,500
68,63,67,61,64,500
61,65,65,66,63,500
65,64,64,62,68,500
63,62,65,67,66,500
66,63,63,62,63,500
61,65,68,64,60,500
61,66,61,61,65,500
66,66,60,68,62,500
60,68,67,65,61,500
62,60,68,61,64,500
63,63,67,67,65,500
61,64,62,64,68,500
62,61,61,65,61,500
65,61,63,64,66,500
66,64,66,64,67,500
64,61,61,68,63,500
63,62,62,61,60,500
61,65,64,66,61,500
68,63,62,60,62,500
60,60,60,67,62,500
61,67,63,60,68,500
64,60,64,62,60,500
62,63,65,63,61,500
66,68,61,60,63,500
60,67,63,61,66,500
63,62,66,65,60,500
65,66,68,65,60,500
66,66,67,64,66,500
67,67,63,60,62,500
61,60,68,60,62,500
62,62,65,67,66,500
66,63,62,64,67,500
62,67,66,68,67,500
62,68,61,66,63,500
68,63,67,63,61,500
67,65,66,60,66,500
66,61,68,65,64,500
60,65,62,63,65,500
62,64,60,60,64,500
62,60,60,60,62,500
60,66,65,62,68,500
61,64,61,62,60,500
63,65,66,60,65,500
68,63,60,65,60,500
66,62,68,64,64,500
64,65,68,61,63,500
67,64,64,67,65,500
65,61,60,66,65,500
67,64,68,64,63,500
63,65,66,68,64,500
66,68,63,66,66,500
61,65,64,61,60,500
60,60,60,68,60,500
60,63,67,66,67,500
63,62,60,64,63,500
64,63,65,61,66,500
64,67,67,68,61,500
60,63,61,64,61,500
64,64,60,67,67,500
63,64,67,67,63,500
63,61,68,61,62,500
64,60,60,62,66,500
61,61,61,66,60,500
64,68,62,64,67,500
62,65,62,60,67,500
62,64,67,62,64,500
62,68,66,67,68,500
61,62,61,66,61,500
65,64,68,65,60,500
64,60,67,60,63,500
62,61,63,67,61,500
67,66,68,67,65,500
61,63,60,60,61,500
66,68,68,65,62,500
65,67,64,62,63,500
61,64,60,61,61,500
62,63,66,66,67,500
65,62,64,64,65,500
61,65,61,67,60,500
67,64,66,61,61,500
62,67,64,62,63,500
63,64,65,60,61,500
60,66,67,63,61,500
68,61,67,64,68,500
64,64,62,61,68,500
65,66,64,60,67,500
65,67,68,67,63,500
60,68,62,60,61,500
64,61,62,66,63,500
68,68,65,67,60,500
68,63,67,64,68,500
64,60,60,64,62,500
65,61,64,66,61,500
61,67,66,65,68,500
65,65,64,60,67,500
63,60,66,65,61,500
64,65,67,68,61,500
64,61,68,67,63,500
67,65,65,61,62,500
63,62,60,68,65,500
61,65,60,61,67,500
65,66,63,66,60,500
62,66,63,61,63,500
61,61,60,63,61,500
68,64,66,66,62,500
67,63,68,66,63,500
60,65,67,62,68,500
60,60,65,64,63,500
64,67,67,66,67,500
66,66,63,65,64,500
68,63,68,63,60,500
64,64,64,64,68,500
63,65,63,60,62,500
63,62,62,67,64,500
64,65,60,63,66,500
63,62,62,61,60,500
61,64,61,64,64,500
61,64,68,65,68,500
62,68,67,60,63,500
62,66,66,60,60,500
66,60,67,65,66,500
65,62,62,67,61,500
66,60,67,62,68,500
61,64,61,68,67,500
60,67,61,68,68,500
66,65,61,67,64,500
60,64,60,60,65,500
68,61,62,60,63,500
66,64,60,60,67,500
63,68,66,66,65,500
67,64,63,66,64,500
66,65,65,68,67,500
60,61,67,67,68,500
64,61,67,64,60,500
64,62,62,60,68,500
66,63,67,62,63,500
61,66,63,62,64,500
66,68,68,62,61,500
64,61,62,60,65,500
63,67,65,65,67,500
61,64,65,60,60,500
66,60,68,61,66,500
61,60,63,60,61,500
68,63,62,64,65,500
64,68,66,62,66,500
62,64,61,63,67,500
63,64,64,63,66,500
66,68,62,68,68,500
67,62,62,63,61,500
67,61,61,62,62,500
64,64,61,62,63,500
63,60,63,62,68,500
61,64,61,65,61,500
67,66,63,64,60,500
64,61,60,60,68,500
68,66,66,60,63,500
62,63,64,67,67,500
66,65,66,63,63,500
64,60,60,68,63,500
66,66,62,68,68,500
61,66,66,68,61,500
66,66,60,63,66,500
62,61,63,63,61,500
66,67,65,65,68,500
67,65,63,64,64,500
68,63,63,63,63,500
62,68,60,67,63,500
65,66,66,62,62,500
62,68,60,68,60,500
68,64,64,65,68,500
60,61,61,60,66,500
60,61,67,61,65,500
66,68,67,67,67,500
66,60,61,65,66,500
65,66,61,62,60,500
65,64,63,67,68,500
62,62,64,60,63,500
63,60,68,66,62,500
66,62,62,63,68,500
65,62,63,65,64,500
62,62,68,65,64,500
67,65,67,66,67,500
66,65,64,62,60,500
68,60,61,60,62,500
68,61,68,64,60,500
65,61,62,68,62,500
68,68,65,60,66,500
61,64,60,67,66,500
61,60,64,67,65,500
67,63,68,66,63,500
67,65,63,68,66,500
60,67,66,67,64,500
64,68,64,62,67,500
65,68,60,67,66,500
60,60,61,60,68,500
63,68,61,66,65,500
65,65,66,66,67,500
61,61,68,65,68,500
67,62,68,60,63,500
66,60,64,67,67,500
64,63,65,68,60,500
60,65,66,63,68,500
67,64,60,67,60,500
65,63,60,64,63,500
62,63,65,65,60,500
63,62,61,61,62,500
65,66,65,65,62,500
60,61,68,67,67,500
64,64,61,63,60,500
63,60,63,66,68,500
68,65,63,67,63,500
60,60,60,62,66,500
61,61,64,60,62,500
60,67,64,66,62,500
66,63,64,65,62,500
65,61,67,63,62,500
66,65,63,67,64,500
67,62,68,65,62,500
63,60,65,62,61,500
64,66,66,64,60,500
68,64,62,67,60,500
66,61,62,61,61,500
66,65,63,68,68,500
60,68,65,64,65,500
65,63,61,68,63,500
63,61,68,60,63,500
61,63,60,65,66,500
66,66,68,61,60,500
65,61,66,67,67,500
60,67,66,65,65,500
60,60,64,60,60,500
63,62,62,61,67,500
60,64,66,60,60,500
63,61,68,60,60,500
68,68,66,60,64,500
68,62,61,66,61,500
68,65,61,66,61,500
67,64,61,61,63,500
61,68,66,61,63,500
66,68,64,62,66,500
65,62,60,64,63,500
64,67,66,62,67,500
62,67,68,63,63,500
68,60,68,63,65,500
65,68,67,60,68,500
63,66,61,61,64,500
66,66,60,65,60,500
66,63,64,68,68,500
67,63,62,60,63,500
66,63,64,60,67,500
66,64,66,63,61,500
66,65,64,64,66,500
65,60,64,62,64,500
68,66,60,60,61,500
61,63,66,68,60,500
67,64,68,61,66,500
68,66,65,62,68,500
64,68,66,62,68,500
66,63,60,61,66,500
61,66,67,67,61,500
60,64,61,66,63,500
60,64,67,68,63,500
68,65,64,61,64,500
60,63,64,62,64,500
62,68,67,67,60,500
61,64,66,62,63,500
62,65,65,62,67,500
61,63,66,60,62,500
66,61,61,66,66,500
64,64,68,63,60,500
61,63,65,68,63,500
67,68,66,64,62,500
67,68,63,64,61,500
68,64,63,65,67,500
67,67,65,61,63,500
67,61,68,62,61,500
68,65,66,63,64,500
62,65,63,65,66,500
66,66,65,67,61,500
68,61,60,68,65,500
64,66,62,60,66,500
61,68,65,67,61,500
62,64,60,68,65,500
67,65,67,64,63,500
61,65,60,65,63,500
66,64,62,60,68,500
67,61,68,64,68,500
66,66,62,67,61,500
68,62,62,64,68,500
60,61,66,67,62,500
62,66,61,68,64,500
63,63,68,63,63,500
60,60,67,65,63,500
60,67,63,63,65,500
62,67,65,61,68,500
65,68,63,63,68,500
66,60,60,66,67,500
65,67,65,60,67,500
62,66,66,66,65,500
60,62,67,64,63,500
63,66,62,60,65,500
67,61,61,68,64,500
66,61,65,67,67,500
61,62,60,64,67,500
63,66,60,64,68,500
60,65,61,61,67,500
64,67,65,66,65,500
68,68,67,60,68,500
62,61,64,60,68,500
60,63,66,60,68,500
64,65,68,68,66,500
68,65,64,66,68,500
63,63,61,67,68,500
62,68,66,61,60,500
64,66,68,68,68,500
60,67,60,62,61,500
61,62,64,61,63,500
66,64,63,63,66,500
67,60,61,61,64,500
67,60,62,62,62,500
60,61,62,66,61,500
62,65,64,67,61,500
60,67,65,63,62,500
61,68,66,63,63,500
66,67,60,60,63,500
66,67,61,65,66,500
62,65,61,68,68,500
61,65,68,64,63,500
61,62,63,61,65,500
62,61,65,63,61,500
62,65,68,60,63,500
67,65,62,65,63,500
61,60,67,65,60,500
60,66,63,60,63,500
64,68,65,68,65,500
63,65,67,61,61,500
61,68,65,60,67,500
60,67,64,65,61,500
65,66,61,63,68,500
61,64,62,65,64,500
61,66,63,61,61,500
62,65,62,66,65,500
64,68,65,67,61,500
64,66,68,65,60,500
63,66,60,66,67,500
66,61,60,67,67,500
64,67,62,62,64,500
68,64,68,66,66,500
65,67,66,60,61,500
60,61,62,63,63,500
68,62,64,65,68,500
65,60,60,68,63,500
65,66,66,66,66,500
62,66,66,64,68,500
61,68,64,67,66,500
65,66,62,61,66,500
64,67,67,66,64,500
64,64,65,61,62,500
65,65,68,62,65,500
62,67,61,66,62,500
66,62,61,63,62,500
60,61,62,62,67,500
66,62,67,61,64,500
64,68,66,64,66,500
60,67,67,61,60,500
60,64,65,65,61,500
65,60,67,62,66,500
62,63,60,68,63,500
60,65,62,60,63,500
64,68,66,64,60,500
68,62,68,66,63,500
65,65,66,62,68,500
60,65,67,60,60,500
65,67,63,65,60,500
60,62,64,64,66,500
61,61,63,62,62,500
67,64,64,67,64,500
67,64,60,65,62,500
68,67,61,67,65,500
62,66,67,60,65,500
65,61,63,66,60,500
64,67,60,62,67,500
60,61,61,62,68,500
61,66,68,64,61,500
62,65,65,68,64,500
61,64,63,60,67,500
66,60,60,62,62,500
61,64,68,62,63,500
60,66,64,62,65,500
65,60,66,66,62,500
62,60,60,60,68,500
62,68,67,64,63,500
62,62,64,67,64,500
66,62,63,62,63,500
65,61,63,65,66,500
63,63,62,63,66,500
65,64,63,60,64,500
67,67,61,60,64,500
68,67,62,62,67,500
67,62,64,67,63,500
66,61,68,67,61,500
63,66,61,68,65,500
64,66,60,64,64,500
61,64,64,63,61,500
60,67,66,63,67,500
64,67,63,60,67,500
66,66,68,66,65,500
61,64,68,61,68,500
68,64,67,65,62,500
64,67,63,64,65,500
66,62,67,61,66,500
61,65,62,60,65,500
65,66,60,66,65,500
67,65,64,66,63,500
65,64,68,67,62,500
68,64,66,68,61,500
68,62,67,66,62,500
65,63,61,68,61,500
63,68,65,67,67,500
66,62,65,62,67,500
68,64,60,64,60,500
60,61,64,67,66,500
61,68,66,67,64,500
63,62,65,61,67,500
62,61,66,63,63,500
64,61,65,68,68,500
62,67,63,61,61,500
68,62,66,61,68,500
66,62,60,67,67,500
64,65,61,65,63,500
65,64,62,64,66,500
68,62,68,65,67,500
68,60,68,61,67,500
67,65,62,61,64,500
64,62,67,67,67,500
68,61,64,66,62,500
67,66,68,62,67,500
68,61,60,64,62,500
62,60,64,66,61,500
63,67,60,62,65,500
60,63,67,68,67,500
67,61,65,65,63,500
66,60,62,61,63,500
67,65,62,63,63,500
61,66,63,63,65,500
61,67,64,61,61,500
61,60,63,67,66,500
64,67,65,64,60,500
67,62,62,68,67,500
63,66,64,62,68,500
63,60,65,62,61,500
67,61,65,61,62,500
66,60,68,63,60,500
61,65,67,67,61,500
64,64,61,66,60,500
61,67,66,65,64,500
64,68,68,68,64,500
60,67,62,65,65,500
63,60,66,61,62,500
62,65,60,66,67,500
64,64,64,62,63,500
65,60,62,68,66,500
63,68,63,61,67,500
64,68,68,65,64,500
61,63,67,64,64,500
67,62,61,66,65,500
62,61,66,63,61,500
67,63,68,66,64,500
68,61,65,65,62,500
61,60,67,66,68,500
64,61,68,63,63,500
60,68,65,64,66,500
67,63,68,62,67,500
60,67,61,63,68,500
67,61,62,64,66,500
62,68,62,64,66,500
61,64,60,60,66,500
65,67,60,65,68,500
63,68,60,67,60,500
68,61,61,60,60,500
68,64,68,66,65,500
66,67,65,62,68,500
67,68,62,62,60,500
68,66,61,67,68,500
66,68,67,67,61,500
68,61,66,60,64,500
60,62,67,67,66,500
62,64,68,64,66,500
67,66,60,66,67,500
64,64,60,60,66,500
62,67,61,63,66,500
60,67,62,68,60,500
61,61,63,63,60,500
67,64,62,62,64,500
64,63,65,66,65,500
62,61,64,64,63,500
64,60,62,62,65,500
61,62,66,68,66,500
60,62,60,68,67,500
65,60,63,60,65,500
65,66,65,65,62,500
68,60,65,65,61,500
64,63,60,66,66,500
60,66,60,60,66,500
61,63,67,64,60,500
64,64,64,68,66,500
62,65,60,65,64,500
61,65,64,68,60,500
67,61,66,67,65,500
65,60,61,66,61,500
61,62,62,68,61,500
65,64,61,66,64,500
60,60,62,68,63,500
67,65,62,65,63,500
68,62,68,64,64,500
61,62,63,67,64,500
67,65,64,61,62,500
67,68,60,62,64,500
67,65,65,63,67,500
61,63,60,62,64,500
64,64,62,67,68,500
64,66,62,68,62,500
60,65,64,65,66,500
68,65,66,68,63,500
63,66,60,67,60,500
61,64,64,66,65,500
63,68,60,63,60,500
60,65,67,65,63,500
66,67,62,61,60,500
65,67,60,64,66,500
60,63,60,68,63,500
65,64,61,64,62,500
68,64,63,68,60,500
68,63,65,60,62,500
64,65,61,63,66,500
63,66,62,65,60,500
62,61,68,61,67,500
68,67,63,66,65,500
66,65,66,61,68,500
66,68,63,63,63,500
65,68,62,66,65,500
61,60,64,61,67,500
60,62,66,60,60,500
66,61,61,60,66,500
63,62,67,61,66,500
61,65,62,66,65,500
61,66,67,64,65,500
62,63,63,65,64,500
64,66,67,65,68,500
64,64,65,62,62,500
65,62,61,65,67,500
66,61,67,67,68,500
63,64,63,62,63,500
68,65,67,61,64,500
60,64,66,66,62,500
66,61,60,64,66,500
61,66,67,61,61,500
60,67,67,64,66,500
66,61,62,60,60,500
60,62,65,61,65,500
64,64,65,64,68,500
65,66,67,63,61,500
68,68,64,68,65,500
65,68,65,66,60,500
62,61,67,64,68,500
64,62,65,67,67,500
60,68,61,63,67,500
68,65,60,66,66,500
61,65,63,61,62,500
67,60,68,61,61,500
61,63,61,68,64,500
66,60,61,64,65,500
64,61,66,64,65,500
60,62,63,60,65,500
68,64,66,68,61,500
60,68,60,67,66,500
64,60,63,60,68,500
68,60,68,61,62,500
60,64,66,65,67,500
68,62,60,61,67,500
65,61,66,62,63,500
68,62,63,68,66,500
62,62,61,63,65,500
63,65,65,65,61,500
61,65,67,63,61,500
64,60,60,65,66,500
60,64,61,61,64,500
67,60,68,64,67,500
66,61,63,62,62,500
68,62,68,65,64,500
64,60,62,60,64,500
63,62,62,65,62,500
63,63,64,64,67,500
67,61,64,64,64,500
68,61,62,60,62,500
68,64,62,61,67,500
60,66,60,66,61,500
66,60,60,67,60,500
62,61,60,68,62,500
65,64,63,68,65,500
64,64,66,66,61,500
60,68,68,62,67,500
60,62,66,60,65,500
62,65,61,60,66,500
66,64,62,65,61,500
66,66,63,68,65,500
63,67,61,62,67,500
68,66,64,62,68,500
61,62,67,63,68,500
66,64,68,63,60,500
67,62,68,68,68,500
65,62,67,68,65,500
66,62,62,66,60,500
68,68,65,68,61,500
64,67,67,60,61,500
64,68,64,63,60,500
65,64,62,68,64,500
60,67,64,62,65,500
63,65,68,68,67,500
66,62,68,66,65,500
60,65,61,61,64,500
61,63,62,62,61,500
62,64,65,63,64,500
63,67,62,67,62,500
61,68,65,61,66,500
62,62,66,61,68,500
65,63,62,68,63,500
60,63,63,60,66,500
61,66,68,62,63,500
61,68,64,62,64,500
60,60,68,61,64,500
60,64,68,63,62,500
65,66,67,64,68,500
65,66,64,66,66,500
68,67,62,65,65,500
67,68,60,65,65,500
62,68,62,65,60,500
61,61,63,66,62,500
62,68,61,63,68,500
67,61,61,67,67,500
68,62,66,61,67,500
65,67,66,66,66,500
65,64,61,66,67,500
62,60,66,65,61,500
62,68,68,65,61,500
